movieId,bi
1,0.31330700108620535
2,-0.17480844882890523
3,-0.36432457786116323
4,-2.2393245778611632
5,-0.40599124452782975
6,0.6430283633153073
7,-0.6678960064325916
8,-0.23932457786116323
9,-1.2393245778611632
10,0.18375234521575967
11,0.3321039935674084
12,-0.23932457786116323
14,-0.23932457786116323
15,-0.23932457786116323
16,0.21067542213883694
17,0.397039058502473
18,0.26067542213883677
19,-0.7610637082959459
20,-0.23932457786116323
21,0.06836772983114425
22,-0.4393245778611634
23,-0.6393245778611631
24,-0.9059912445278298
25,0.18924685071026515
26,-0.23932457786116323
27,-1.2393245778611632
28,0.5106754221388368
29,0.6273420888055035
31,-0.9059912445278298
32,0.6676521663248831
34,-0.5893245778611633
36,0.09400875547217025
38,-2.2393245778611632
39,-0.23932457786116323
41,0.26067542213883677
42,0.7606754221388368
43,-0.23932457786116323
44,-1.1559912445278298
45,-0.23932457786116323
46,0.26067542213883677
47,0.5157774629551635
48,-0.6393245778611631
50,0.8119574734208879
52,-0.23932457786116323
58,0.06067542213883659
60,-0.4393245778611634
62,0.0238333168756788
63,-1.5726579111944965
65,-1.0964674350040204
66,-3.2393245778611632
68,0.7606754221388368
69,-0.23932457786116323
70,0.1817280537177841
71,-1.2393245778611632
72,-1.7393245778611632
73,0.16067542213883668
74,0.7606754221388368
76,1.2606754221388368
79,-1.2393245778611632
80,0.7606754221388368
81,-0.23932457786116323
82,0.26067542213883677
86,-0.23932457786116323
87,-0.23932457786116323
88,-0.4393245778611634
89,-0.23932457786116323
92,-0.23932457786116323
93,-0.5726579111944967
94,0.26067542213883677
95,-1.1678960064325916
97,0.4273420888055033
100,-0.23932457786116323
101,0.3162309776943921
104,0.010675422138836765
105,-0.5726579111944967
107,-0.23932457786116323
110,0.24281827928169397
111,0.6917099048974573
112,-0.40599124452782975
122,-0.7393245778611632
123,1.7606754221388368
125,-0.23932457786116323
128,-0.23932457786116323
135,-0.23932457786116323
140,0.26067542213883677
141,-0.004030460214104359
144,0.7606754221388368
145,-0.07265791119449672
147,-0.40599124452782975
150,0.3012159626793771
151,-1.0726579111944967
153,-0.5726579111944967
154,0.7606754221388368
155,-1.2393245778611632
156,0.7606754221388368
157,0.7606754221388368
158,-1.039324577861163
159,0.09400875547217025
160,-0.7393245778611632
161,-0.40599124452782975
162,0.5106754221388368
163,0.3162309776943921
165,0.26067542213883677
168,-0.8275598719788104
169,-3.2393245778611632
170,-0.12821346675005207
172,-0.6393245778611631
173,-0.9316322701688557
174,-1.2393245778611632
175,0.04638970785312235
176,0.7606754221388368
177,0.26067542213883677
180,0.397039058502473
181,-1.4893245778611632
185,-0.38218172071830603
186,-1.393170731707317
187,0.7606754221388368
188,0.26067542213883677
193,-0.9536102921468776
194,0.26067542213883677
195,-1.2393245778611632
196,-1.6393245778611631
198,0.5106754221388368
199,0.7606754221388368
202,-0.23932457786116323
203,-0.09646743500402044
204,-0.9059912445278298
207,-0.23932457786116323
208,-0.43163227016885575
211,-0.23932457786116323
212,-2.2393245778611632
215,0.010675422138836765
