movieId,bi
1,0.4344359158052744
2,-0.11508789371853512
3,-1.9722307508613925
5,0.027769249138607677
6,0.925205146574505
7,-0.9722307508613923
9,-2.305564084194726
10,0.12300734437670258
11,-0.5555640841947258
12,0.027769249138607677
13,-0.3055640841947258
15,-2.305564084194726
16,0.583324804694163
17,-0.8055640841947258
18,0.12300734437670258
19,-0.6055640841947256
20,-1.3055640841947258
21,-1.0555640841947258
22,-0.3055640841947258
23,-2.305564084194726
24,-1.3055640841947258
25,-0.8055640841947258
26,-1.3055640841947258
27,0.1944359158052742
28,-0.3055640841947258
29,0.1944359158052742
31,-0.055564084194725805
32,0.3098205311898896
34,-0.1805640841947258
36,0.027769249138607677
38,-1.3055640841947258
39,0.2944359158052743
41,-1.3055640841947258
42,-0.3055640841947258
43,-0.3055640841947258
44,-0.7055640841947257
45,-1.3055640841947258
46,-0.3055640841947258
47,0.6292185245009265
48,-0.3055640841947258
50,0.7658644872338454
52,-0.3055640841947258
57,-1.3055640841947258
60,-0.13889741752805929
61,-1.3055640841947258
62,0.0944359158052741
63,0.6944359158052742
65,0.1944359158052742
69,-0.3055640841947258
70,0.3611025824719407
72,0.6944359158052742
73,-0.3055640841947258
75,-2.305564084194726
76,-0.8055640841947258
79,-1.3055640841947258
81,-0.8055640841947258
87,-3.305564084194726
88,-1.638897417528059
89,-0.3055640841947258
93,-2.305564084194726
95,-1.0198497984804402
97,-0.055564084194725805
100,-1.3055640841947258
101,-0.3055640841947258
104,-0.1555640841947259
105,-0.3055640841947258
107,0.1944359158052742
110,0.2694359158052744
111,0.5462877676571258
112,1.1944359158052742
122,-0.8055640841947258
123,1.1944359158052742
135,-0.3055640841947258
141,-0.162706941337583
144,-1.3055640841947258
145,0.2658644872338458
147,0.027769249138607677
150,0.1944359158052742
151,0.6944359158052742
152,-2.305564084194726
153,-1.1055640841947256
154,0.1944359158052742
155,-1.3055640841947258
157,-2.305564084194726
158,-0.48738226601290746
159,-0.8055640841947258
160,0.0944359158052741
161,-0.19445297308361464
162,-0.3055640841947258
163,0.3194359158052742
164,-1.3055640841947258
165,0.3194359158052742
168,-1.3055640841947258
169,-0.3055640841947258
170,-0.3055640841947258
172,-1.0555640841947258
173,-0.41667519530583697
175,0.3611025824719407
176,-0.3055640841947258
180,-0.4484212270518686
181,-0.8055640841947258
185,-0.8611196397502812
186,-0.9055640841947259
188,-1.3055640841947258
191,-2.305564084194726
193,-1.3055640841947258
194,1.6944359158052742
195,-2.305564084194726
196,-1.3055640841947258
198,-0.3055640841947258
203,-0.3055640841947258
204,-0.3055640841947258
207,-1.3055640841947258
208,-0.5555640841947258
209,-1.3055640841947258
210,-1.3055640841947258
213,-3.305564084194726
215,0.6944359158052742
216,-0.12374590237654415
218,-1.3055640841947258
223,0.1944359158052742
224,-0.3055640841947258
229,-1.3055640841947258
230,-0.8055640841947258
231,-0.7430640841947258
233,-0.3055640841947258
234,-2.305564084194726
235,0.1944359158052742
236,0.027769249138607677
237,-1.3055640841947258
239,0.1944359158052742
240,-2.305564084194726
246,0.3611025824719407
247,0.1944359158052742
248,-1.3055640841947258
249,-0.3055640841947258
250,-2.305564084194726
252,-0.3055640841947258
253,0.2398904612598196
256,-0.9055640841947259
260,0.5620829746288036
261,0.027769249138607677
262,0.3611025824719407
266,-1.8055640841947258
267,-0.9722307508613923
270,-2.305564084194726
272,0.1944359158052742
273,-2.305564084194726
274,-2.305564084194726
276,-0.3055640841947258
277,0.0944359158052741
281,-0.3055640841947258
282,-1.3055640841947258
288,0.3611025824719407
292,0.027769249138607677
293,0.7470674947526423
296,0.7733832842263264
300,-0.8055640841947258
303,-0.3055640841947258
306,1.1944359158052742
307,0.2944359158052743
308,-0.10556408419472563
312,-2.305564084194726
313,-0.3055640841947258
314,-1.3055640841947258
315,0.6944359158052742
316,0.0515787729481314
317,-0.20556408419472572
318,0.9166581380274965
319,0.9444359158052742
322,-0.3055640841947258
325,-2.305564084194726
327,-0.8055640841947258
328,-0.8055640841947258
329,0.4087216300909886
332,-0.9722307508613923
333,-0.4305640841947258
337,-0.4484212270518686
338,-0.3055640841947258
339,0.3611025824719407
342,-0.3055640841947258
344,-0.16920044783108956
345,0.027769249138607677
348,-0.3055640841947258
349,0.027769249138607677
350,-1.3055640841947258
351,-1.3055640841947258
353,0.1944359158052742
354,-1.3055640841947258
355,-1.0555640841947258
356,0.6215192491386077
357,-0.3055640841947258
360,-1.3055640841947258
361,-1.3055640841947258
362,-0.13889741752805929
364,0.49999147136082955
366,-1.3055640841947258
367,-0.3055640841947258
368,-0.3055640841947258
370,-0.3055640841947258
371,-1.3055640841947258
372,-1.3055640841947258
373,-0.3055640841947258
374,-1.638897417528059
376,-1.3055640841947258
377,-0.04240618945788377
378,-0.3055640841947258
379,-1.3055640841947258
380,0.1944359158052742
381,-0.3055640841947258
382,-1.3055640841947258
383,-0.3055640841947258
391,0.6944359158052742
393,-1.3055640841947258
405,-0.3055640841947258
407,0.6944359158052742
410,-0.2286410072716487
412,-0.055564084194725805
413,-0.6388974175280593
414,-1.3055640841947258
415,-2.305564084194726
416,-1.3055640841947258
419,-3.305564084194726
420,-0.7055640841947257
423,-1.3055640841947258
424,-2.305564084194726
428,-0.3055640841947258
429,-2.305564084194726
431,0.1944359158052742
432,-2.305564084194726
434,-0.9055640841947259
435,-2.055564084194726
437,-2.305564084194726
438,-1.3055640841947258
440,-0.6388974175280593
441,0.8611025824719412
442,-0.055564084194725805
453,-0.3055640841947258
454,-0.4484212270518686
455,-0.8769926556232974
457,0.0944359158052741
458,-1.3055640841947258
459,-2.305564084194726
460,-1.3055640841947258
464,-0.3055640841947258
466,-0.5555640841947258
468,-1.1055640841947256
471,0.6944359158052742
472,-2.305564084194726
473,-2.305564084194726
474,-0.10556408419472563
475,0.6944359158052742
477,-0.8055640841947258
478,-1.3055640841947258
480,0.05341027477963323
481,-0.8055640841947258
485,-0.3055640841947258
487,-1.3055640841947258
489,-0.3055640841947258
491,-0.3055640841947258
492,-0.3055640841947258
494,-1.3055640841947258
497,0.1944359158052742
500,-0.1855640841947257
501,-0.3055640841947258
502,-1.3055640841947258
505,-2.805564084194726
508,-0.21465499328563498
509,-0.3055640841947258
515,0.6944359158052742
516,-1.3055640841947258
517,-1.3055640841947258
519,-0.8055640841947258
520,0.14898137035072878
522,0.1944359158052742
524,-0.3055640841947258
527,0.5405897619591205
528,-1.3055640841947258
529,0.0944359158052741
531,-0.3055640841947258
533,-0.3055640841947258
535,0.1944359158052742
538,-1.3055640841947258
539,-0.09127836990901139
541,0.5008875287085002
542,-1.3055640841947258
543,-0.6388974175280593
544,-2.305564084194726
546,-1.3055640841947258
547,-1.3055640841947258
548,-2.305564084194726
551,-0.005564084194725982
552,-0.6388974175280593
553,0.3611025824719407
555,0.3194359158052742
558,-1.3055640841947258
562,0.027769249138607677
569,-2.305564084194726
575,0.027769249138607677
577,-2.305564084194726
580,-0.3055640841947258
581,0.6944359158052742
585,-0.505564084194726
586,0.027769249138607677
587,-0.005564084194725982
588,0.45119267256203077
589,0.37625409762345585
590,0.4801502015195598
592,-0.04240618945788377
593,0.49999147136082955
594,-0.20556408419472572
595,0.39008808971831765
